ID;Категория;Артикул;Имя товара;Цена;Количество;Производитель;Опция:Цвет;GroupID;GroupID;ManufID
3266;Мобильные телефоны;1140869;Мобильный телефон Digma Vox S507 4G;3 847,8;14;Digma;черный;4;;27
3267;Мобильные телефоны;1140869;Мобильный телефон Digma Vox S507 4G;4 279,0;2;Digma;белый;5;;27
3268;Мобильные телефоны;640335;Мобильный телефон Ginzzu R12 Dual;2189,0;11;Ginzzu;;0;;45
3269;Мобильные телефоны;640335;Мобильный телефон Ginzzu R12 Dual;2 016,3;10;Ginzzu;красный;7;;45
3270;Мобильные телефоны;640335;Мобильный телефон Ginzzu R12 Dual;2 016,3;11;Ginzzu;черный;4;;45
3271;Мобильные телефоны;640335;Мобильный телефон Ginzzu R12 Dual;2 016,3;13;Ginzzu;белый;5;;45
3272;Мобильные телефоны;1022598;Мобильный телефон Asus Zenfone Go 16GB ZB552KL;9361,0;14;Asus;;0;;12
3273;Мобильные телефоны;1022598;Мобильный телефон Asus Zenfone Go 16GB ZB552KL;8 734,0;8;Asus;красный;7;;12
3274;Мобильные телефоны;1022598;Мобильный телефон Asus Zenfone Go 16GB ZB552KL;8 789,0;15;Asus;черный;4;;12
3275;Мобильные телефоны;1022598;Мобильный телефон Asus Zenfone Go 16GB ZB552KL;8 789,0;15;Asus;белый;5;;12
3276;Мобильные телефоны;949369;Мобильный телефон Micromax Canvas Pace 2 Plus Q479;6589,0;11;Micromax;;0;;36
3277;Мобильные телефоны;949369;Мобильный телефон Micromax Canvas Pace 2 Plus Q479;4 389,0;3;Micromax;черный;4;;36
3278;Мобильные телефоны;949369;Мобильный телефон Micromax Canvas Pace 2 Plus Q479;7 376,6;6;Micromax;бежевый;19;;36
3279;Мобильные телефоны;949369;Мобильный телефон Micromax Canvas Pace 2 Plus Q479;6 589,0;7;Micromax;белый;5;;36
3280;Мобильные телефоны;1097573;Мобильный телефон TP-LINK Neffos X1 Max 32GB;11726,0;12;TP-LINK;;0;;42
3281;Мобильные телефоны;1097573;Мобильный телефон TP-LINK Neffos X1 Max 32GB;11 207,9;9;TP-LINK;золотистый;1;;42
3282;Мобильные телефоны;1097573;Мобильный телефон TP-LINK Neffos X1 Max 32GB;13 189,0;11;TP-LINK;серебристый;3;;42
3283;Мобильные телефоны;1097573;Мобильный телефон TP-LINK Neffos X1 Max 32GB;11 207,9;5;TP-LINK;серый;9;;42
3284;Мобильные телефоны;1251174;Мобильный телефон Meizu MX6 32GB/4GB;19778,0;7;Meizu;;0;;8
3285;Мобильные телефоны;1251174;Мобильный телефон Meizu MX6 32GB/4GB;21 989,0;3;Meizu;золотистый;1;;8
3286;Мобильные телефоны;1251174;Мобильный телефон Meizu MX6 32GB/4GB;21 989,0;8;Meizu;серебристый;3;;8
3287;Мобильные телефоны;1230312;Мобильный телефон Asus ZenFone Go 32GB ZB500KL;8789,0;13;Asus;;0;;12
3288;Мобильные телефоны;1230312;Мобильный телефон Asus ZenFone Go 32GB ZB500KL;8 789,0;4;Asus;золотистый;1;;12
3289;Мобильные телефоны;1230312;Мобильный телефон Asus ZenFone Go 32GB ZB500KL;6 589,0;8;Asus;серебристый;3;;12
3290;Мобильные телефоны;1230312;Мобильный телефон Asus ZenFone Go 32GB ZB500KL;8 789,0;5;Asus;черный;4;;12
3291;Мобильные телефоны;1230312;Мобильный телефон Asus ZenFone Go 32GB ZB500KL;8 789,0;5;Asus;белый;5;;12
3292;Мобильные телефоны;522410;Мобильный телефон Samsung Galaxy J1;6589,0;9;Samsung;;0;;0
3293;Мобильные телефоны;522410;Мобильный телефон Samsung Galaxy J1;6 589,0;3;Samsung;золотистый;1;;0
3294;Мобильные телефоны;522410;Мобильный телефон Samsung Galaxy J1;6 589,0;8;Samsung;черный;4;;0
3295;Мобильные телефоны;522410;Мобильный телефон Samsung Galaxy J1;6 589,0;8;Samsung;белый;5;;0
3296;Мобильные телефоны;1025843;Мобильный телефон Elephone C1;8239,0;6;Elephone;;0;;31
3297;Мобильные телефоны;1025843;Мобильный телефон Elephone C1;6 278,8;14;Elephone;золотистый;1;;31
3298;Мобильные телефоны;1025843;Мобильный телефон Elephone C1;6 278,8;11;Elephone;синий;6;;31
3299;Мобильные телефоны;711070;Мобильный телефон BQ Aquaris M5.5 16GB;24849,0;13;BQ;;0;;18
3300;Мобильные телефоны;711070;Мобильный телефон BQ Aquaris M5.5 16GB;9 790,0;15;BQ;черный;4;;18
3301;Мобильные телефоны;711070;Мобильный телефон BQ Aquaris M5.5 16GB;24 849,0;13;BQ;белый;5;;18
3302;Мобильные телефоны;50785;Мобильный телефон Nokia 6085;3298,9;15;Nokia;;0;;6
3303;Мобильные телефоны;50785;Мобильный телефон Nokia 6085;3 298,9;7;Nokia;черный;4;;6
3304;Мобильные телефоны;88870;Мобильный телефон Nokia X3;5170,0;3;Nokia;;0;;6
3305;Мобильные телефоны;1214192;Мобильный телефон BQ BQ-2425 Charger;1395,9;10;BQ;;0;;18
3306;Мобильные телефоны;1214192;Мобильный телефон BQ BQ-2425 Charger;1 394,8;5;BQ;черный;4;;18
3307;Мобильные телефоны;1214192;Мобильный телефон BQ BQ-2425 Charger;1 394,8;4;BQ;синий;6;;18
3308;Мобильные телефоны;1097570;Мобильный телефон TP-LINK Neffos X1 32GB;9768,0;2;TP-LINK;;0;;42
3309;Мобильные телефоны;1097570;Мобильный телефон TP-LINK Neffos X1 32GB;9 900,0;2;TP-LINK;золотистый;1;;42
3310;Мобильные телефоны;1097570;Мобильный телефон TP-LINK Neffos X1 32GB;9 900,0;13;TP-LINK;серый;9;;42
3311;Мобильные телефоны;948600;Мобильный телефон Ginzzu S4020;3289,0;11;Ginzzu;;0;;45
3312;Мобильные телефоны;948600;Мобильный телефон Ginzzu S4020;3 014,0;15;Ginzzu;черный;4;;45
3313;Мобильные телефоны;948600;Мобильный телефон Ginzzu S4020;3 014,0;4;Ginzzu;белый;5;;45
3314;Мобильные телефоны;925288;Мобильный телефон Fly FS507 Cirrus 4;5148,0;5;Fly;;0;;33
3315;Мобильные телефоны;925288;Мобильный телефон Fly FS507 Cirrus 4;4 975,3;5;Fly;черный;4;;33
3316;Мобильные телефоны;925288;Мобильный телефон Fly FS507 Cirrus 4;4 975,3;11;Fly;белый;5;;33
3317;Мобильные телефоны;994807;Мобильный телефон ZTE Blade Z10;9889,0;8;ZTE;;0;;9
3318;Мобильные телефоны;994807;Мобильный телефон ZTE Blade Z10;7 689,0;2;ZTE;красный;7;;9
3319;Мобильные телефоны;994807;Мобильный телефон ZTE Blade Z10;7 689,0;10;ZTE;розовый;2;;9
3320;Мобильные телефоны;994807;Мобильный телефон ZTE Blade Z10;7 689,0;14;ZTE;черный;4;;9
3321;Мобильные телефоны;994807;Мобильный телефон ZTE Blade Z10;7 689,0;3;ZTE;синий;6;;9
3322;Мобильные телефоны;1161101;Мобильный телефон Nokia 130 2017 Dual Sim;1925,0;13;Nokia;;0;;6
3323;Мобильные телефоны;1161101;Мобильный телефон Nokia 130 2017 Dual Sim;1 469,6;4;Nokia;красный;7;;6
3324;Мобильные телефоны;1161101;Мобильный телефон Nokia 130 2017 Dual Sim;1 469,6;7;Nokia;серый;9;;6
3325;Мобильные телефоны;1161101;Мобильный телефон Nokia 130 2017 Dual Sim;1 749,0;7;Nokia;черный;4;;6
3326;Мобильные телефоны;1226839;Мобильный телефон Texet TM-520R;3399,0;5;Texet;;0;;28
3327;Мобильные телефоны;1226839;Мобильный телефон Texet TM-520R;3 399,0;12;Texet;черный;4;;28
3328;Мобильные телефоны;640297;Мобильный телефон Ginzzu R11 Dual;1837,0;15;Ginzzu;;0;;45
3329;Мобильные телефоны;640297;Мобильный телефон Ginzzu R11 Dual;1 837,0;9;Ginzzu;черный;4;;45
3330;Мобильные телефоны;979206;Мобильный телефон Fly FS407 Stratus 6;2662,0;11;Fly;;0;;33
3331;Мобильные телефоны;979206;Мобильный телефон Fly FS407 Stratus 6;2 739,0;12;Fly;красный;7;;33
3332;Мобильные телефоны;979206;Мобильный телефон Fly FS407 Stratus 6;2 739,0;7;Fly;черный;4;;33
3333;Мобильные телефоны;979206;Мобильный телефон Fly FS407 Stratus 6;2 849,0;9;Fly;белый;5;;33
3334;Мобильные телефоны;979206;Мобильный телефон Fly FS407 Stratus 6;2 739,0;8;Fly;синий;6;;33
3335;Мобильные телефоны;912084;Мобильный телефон Lenovo K6 Power Dual;10208,0;14;Lenovo;;0;;23
3336;Мобильные телефоны;912084;Мобильный телефон Lenovo K6 Power Dual;10 208,0;10;Lenovo;золотистый;1;;23
3337;Мобильные телефоны;83050;Мобильный телефон Nokia 2730 Classic;3628,9;6;Nokia;;0;;6
3338;Мобильные телефоны;83050;Мобильный телефон Nokia 2730 Classic;3 628,9;3;Nokia;черный;4;;6
3339;Мобильные телефоны;1208169;Мобильный телефон Vertex K204;4048,0;13;Vertex;;0;;37
3340;Мобильные телефоны;1208169;Мобильный телефон Vertex K204;4 048,0;14;Vertex;синий;6;;37
3341;Мобильные телефоны;697826;Мобильный телефон Xiaomi Redmi Note 3 16GB;9889,0;6;Xiaomi;;0;;1
3342;Мобильные телефоны;56095;Мобильный телефон Nokia 3110 Classic;4288,9;13;Nokia;;0;;6
3343;Мобильные телефоны;1250479;Мобильный телефон Philips S318;7084,0;4;Philips;;0;;24
3344;Мобильные телефоны;1250479;Мобильный телефон Philips S318;7 084,0;11;Philips;черный;4;;24
3345;Мобильные телефоны;179090;Мобильный телефон Sony Xperia U;5258,0;10;Sony;;0;;5
3346;Мобильные телефоны;179090;Мобильный телефон Sony Xperia U;5 278,9;6;Sony;черный;4;;5
3347;Мобильные телефоны;179090;Мобильный телефон Sony Xperia U;5 016,0;7;Sony;белый;5;;5
3348;Мобильные телефоны;67406;Мобильный телефон Nokia 6600 Fold;5170,0;14;Nokia;;0;;6
3349;Мобильные телефоны;67406;Мобильный телефон Nokia 6600 Fold;5 170,0;5;Nokia;синий;6;;6
3350;Мобильные телефоны;237899;Мобильный телефон Nokia 206;4950,0;12;Nokia;;0;;6
3351;Мобильные телефоны;237899;Мобильный телефон Nokia 206;4 950,0;13;Nokia;черный;4;;6
3352;Мобильные телефоны;237899;Мобильный телефон Nokia 206;4 950,0;14;Nokia;белый;5;;6
3353;Мобильные телефоны;1023090;Мобильный телефон BQ BQ-5032 Element;9889,0;3;BQ;;0;;18
3354;Мобильные телефоны;1023090;Мобильный телефон BQ BQ-5032 Element;9 889,0;15;BQ;золотистый;1;;18
3355;Мобильные телефоны;1204003;Мобильный телефон Vertex Impress Lotus;5379,0;14;Vertex;;0;;37
3356;Мобильные телефоны;1204003;Мобильный телефон Vertex Impress Lotus;5 377,9;2;Vertex;золотистый;1;;37
3357;Мобильные телефоны;1204003;Мобильный телефон Vertex Impress Lotus;5 377,9;12;Vertex;красный;7;;37
3358;Мобильные телефоны;1204003;Мобильный телефон Vertex Impress Lotus;5 377,9;2;Vertex;черный;4;;37
3359;Мобильные телефоны;1204003;Мобильный телефон Vertex Impress Lotus;5 379,0;11;Vertex;графит;16;;37
3360;Мобильные телефоны;1227184;Мобильный телефон Lexand BT1 Glass;2662,0;6;Lexand;;0;;53
3361;Мобильные телефоны;1227184;Мобильный телефон Lexand BT1 Glass;2 662,0;8;Lexand;черный;4;;53
3362;Мобильные телефоны;1187567;Мобильный телефон Digma Linx A450 3G;3124,0;4;Digma;;0;;27
3363;Мобильные телефоны;1187567;Мобильный телефон Digma Linx A450 3G;3 333,0;8;Digma;золотистый;1;;27
3364;Мобильные телефоны;1187567;Мобильный телефон Digma Linx A450 3G;3 102,0;6;Digma;черный;4;;27
3365;Мобильные телефоны;1187567;Мобильный телефон Digma Linx A450 3G;3 072,3;2;Digma;белый;5;;27
3366;Мобильные телефоны;1142598;Мобильный телефон ZTE F327;1947,0;5;ZTE;;0;;9
3367;Мобильные телефоны;1142598;Мобильный телефон ZTE F327;1 857,9;8;ZTE;черный;4;;9
3368;Мобильные телефоны;1142598;Мобильный телефон ZTE F327;1 857,9;12;ZTE;белый;5;;9
3369;Мобильные телефоны;1204022;Мобильный телефон Vertex Impress Lion 4G;6589,0;6;Vertex;;0;;37
3370;Мобильные телефоны;1204022;Мобильный телефон Vertex Impress Lion 4G;6 589,0;10;Vertex;золотистый;1;;37
3371;Мобильные телефоны;1204022;Мобильный телефон Vertex Impress Lion 4G;6 589,0;7;Vertex;серый;9;;37
3372;Мобильные телефоны;1204022;Мобильный телефон Vertex Impress Lion 4G;5 489,0;6;Vertex;графит;16;;37
3373;Мобильные телефоны;1208192;Мобильный телефон ZTE R340E;1881,0;5;ZTE;;0;;9
3374;Мобильные телефоны;1208192;Мобильный телефон ZTE R340E;1 736,9;12;ZTE;красный;7;;9
3375;Мобильные телефоны;1208192;Мобильный телефон ZTE R340E;1 736,9;9;ZTE;черный;4;;9
3376;Мобильные телефоны;1206144;Мобильный телефон Asus Zenfone 4 Selfie 32GB ZB553KL;11539,0;5;Asus;;0;;12
3377;Мобильные телефоны;1206144;Мобильный телефон Asus Zenfone 4 Selfie 32GB ZB553KL;12 089,0;11;Asus;золотистый;1;;12
3378;Мобильные телефоны;1206144;Мобильный телефон Asus Zenfone 4 Selfie 32GB ZB553KL;12 089,0;9;Asus;черный;4;;12
3379;Мобильные телефоны;624000;Мобильный телефон CATerpillar S40;17798,0;12;CATerpillar;;0;;39
3380;Мобильные телефоны;624000;Мобильный телефон CATerpillar S40;17 798,0;3;CATerpillar;черный;4;;39
3381;Мобильные телефоны;1180561;Мобильный телефон Haier A41;2189,0;13;Haier;;0;;54
3382;Мобильные телефоны;1180561;Мобильный телефон Haier A41;2 189,0;14;Haier;зеленый;10;;54
3383;Мобильные телефоны;1180561;Мобильный телефон Haier A41;2 189,0;12;Haier;красный;7;;54
3384;Мобильные телефоны;1180561;Мобильный телефон Haier A41;2 189,0;13;Haier;синий;6;;54
3385;Мобильные телефоны;213007;Мобильный телефон Sony Xperia T;6589,0;14;Sony;;0;;5
3386;Мобильные телефоны;213007;Мобильный телефон Sony Xperia T;8 248,9;14;Sony;черный;4;;5
3387;Мобильные телефоны;213007;Мобильный телефон Sony Xperia T;8 580,0;6;Sony;белый;5;;5
3388;Мобильные телефоны;839860;Мобильный телефон Asus Zenfone 2 Laser 32GB ZE550KL;12045,0;9;Asus;;0;;12
3389;Мобильные телефоны;839860;Мобильный телефон Asus Zenfone 2 Laser 32GB ZE550KL;12 309,0;9;Asus;красный;7;;12
3390;Мобильные телефоны;839860;Мобильный телефон Asus Zenfone 2 Laser 32GB ZE550KL;10 989,0;14;Asus;черный;4;;12
3391;Мобильные телефоны;839860;Мобильный телефон Asus Zenfone 2 Laser 32GB ZE550KL;12 309,0;13;Asus;белый;5;;12
3392;Мобильные телефоны;1062416;Мобильный телефон ZTE Blade A520;7535,0;5;ZTE;;0;;9
3393;Мобильные телефоны;1062416;Мобильный телефон ZTE Blade A520;6 956,4;8;ZTE;золотистый;1;;9
3394;Мобильные телефоны;1062416;Мобильный телефон ZTE Blade A520;6 956,4;8;ZTE;серый;9;;9
3395;Мобильные телефоны;1062416;Мобильный телефон ZTE Blade A520;7 546,0;7;ZTE;черный;4;;9
3396;Мобильные телефоны;1062416;Мобильный телефон ZTE Blade A520;6 956,4;4;ZTE;синий;6;;9
3397;Мобильные телефоны;1234938;Мобильный телефон Prestigio Muze H3 DUO;5863,0;6;Prestigio;;0;;43
3398;Мобильные телефоны;1234938;Мобильный телефон Prestigio Muze H3 DUO;4 497,9;13;Prestigio;золотистый;1;;43
3399;Мобильные телефоны;1234938;Мобильный телефон Prestigio Muze H3 DUO;4 497,9;10;Prestigio;черный;4;;43
3400;Мобильные телефоны;1234938;Мобильный телефон Prestigio Muze H3 DUO;6 039,0;7;Prestigio;бордовый;22;;43
3401;Мобильные телефоны;1183043;Мобильный телефон Digma Vox A10 3G;3289,0;13;Digma;;0;;27
3402;Мобильные телефоны;1183043;Мобильный телефон Digma Vox A10 3G;2 954,6;11;Digma;зеленый;10;;27
3403;Мобильные телефоны;1183043;Мобильный телефон Digma Vox A10 3G;3 289,0;10;Digma;красный;7;;27
3404;Мобильные телефоны;1183043;Мобильный телефон Digma Vox A10 3G;3 289,0;10;Digma;черный;4;;27
3405;Мобильные телефоны;1183043;Мобильный телефон Digma Vox A10 3G;3 289,0;6;Digma;белый;5;;27
3406;Мобильные телефоны;1183043;Мобильный телефон Digma Vox A10 3G;3 289,0;8;Digma;бирюзовый;11;;27
3407;Мобильные телефоны;1187635;Мобильный телефон BQ BQ-1810 Pixel;1263,9;11;BQ;;0;;18
3408;Мобильные телефоны;1187635;Мобильный телефон BQ BQ-1810 Pixel;1 221,0;6;BQ;красный;7;;18
3409;Мобильные телефоны;1187635;Мобильный телефон BQ BQ-1810 Pixel;1 202,3;7;BQ;черный;4;;18
3410;Мобильные телефоны;1187635;Мобильный телефон BQ BQ-1810 Pixel;1 202,3;10;BQ;белый;5;;18
3411;Мобильные телефоны;1187635;Мобильный телефон BQ BQ-1810 Pixel;1 202,3;7;BQ;синий;6;;18
3412;Мобильные телефоны;1280792;Мобильный телефон ARK Power F1;1969,0;5;ARK;;0;;32
3413;Мобильные телефоны;1280792;Мобильный телефон ARK Power F1;1 911,8;6;ARK;красный;7;;32
3414;Мобильные телефоны;1280792;Мобильный телефон ARK Power F1;1 911,8;9;ARK;черный;4;;32
3415;Мобильные телефоны;124948;Мобильный телефон Samsung GT-E3210;3298,9;9;Samsung;;0;;0
3416;Мобильные телефоны;64997;Мобильный телефон Nokia N78;4398,9;10;Nokia;;0;;6
3417;Мобильные телефоны;947607;Мобильный телефон Digma Vox S501 3G;4125,0;8;Digma;;0;;27
3418;Мобильные телефоны;947607;Мобильный телефон Digma Vox S501 3G;5 929,0;11;Digma;зеленый;10;;27
3419;Мобильные телефоны;947607;Мобильный телефон Digma Vox S501 3G;5 929,0;8;Digma;красный;7;;27
3420;Мобильные телефоны;947607;Мобильный телефон Digma Vox S501 3G;4 045,8;4;Digma;черный;4;;27
3421;Мобильные телефоны;947607;Мобильный телефон Digma Vox S501 3G;4 279,0;15;Digma;графит;16;;27
3422;Мобильные телефоны;947607;Мобильный телефон Digma Vox S501 3G;4 045,8;14;Digma;белый;5;;27
3423;Мобильные телефоны;947607;Мобильный телефон Digma Vox S501 3G;5 929,0;4;Digma;синий;6;;27
3424;Мобильные телефоны;1077958;Мобильный телефон Digma Vox S504 3G;3586,0;8;Digma;;0;;27
3425;Мобильные телефоны;1077958;Мобильный телефон Digma Vox S504 3G;3 619,0;12;Digma;черный;4;;27
3426;Мобильные телефоны;1077958;Мобильный телефон Digma Vox S504 3G;3 300,0;3;Digma;белый;5;;27
3427;Мобильные телефоны;677497;Мобильный телефон Huawei P8;19679,0;14;Huawei;;0;;4
3428;Мобильные телефоны;677497;Мобильный телефон Huawei P8;19 679,0;12;Huawei;серебристый;3;;4
3429;Мобильные телефоны;623273;Мобильный телефон Meizu M2 Mini;9889,0;6;Meizu;;0;;8
3430;Мобильные телефоны;623273;Мобильный телефон Meizu M2 Mini;9 889,0;7;Meizu;золотистый;1;;8
3431;Мобильные телефоны;623273;Мобильный телефон Meizu M2 Mini;12 089,0;15;Meizu;серебристый;3;;8
3432;Мобильные телефоны;623273;Мобильный телефон Meizu M2 Mini;9 889,0;13;Meizu;черный;4;;8
3433;Мобильные телефоны;623273;Мобильный телефон Meizu M2 Mini;9 889,0;14;Meizu;синий;6;;8
3434;Мобильные телефоны;1184521;Мобильный телефон Digma Linx A200 2G;1419,0;7;Digma;;0;;27
3435;Мобильные телефоны;1184521;Мобильный телефон Digma Linx A200 2G;1 419,0;5;Digma;черный;4;;27
3436;Мобильные телефоны;1161789;Мобильный телефон ARK U241;922,9;4;ARK;;0;;32
3437;Мобильные телефоны;1161789;Мобильный телефон ARK U241;911,9;6;ARK;красный;7;;32
3438;Мобильные телефоны;1161789;Мобильный телефон ARK U241;911,9;3;ARK;серый;9;;32
3439;Мобильные телефоны;1161789;Мобильный телефон ARK U241;1 089,0;8;ARK;черный;4;;32
3440;Мобильные телефоны;1161789;Мобильный телефон ARK U241;924,0;7;ARK;синий;6;;32
3441;Мобильные телефоны;1289752;Мобильный телефон Doogee X20L;5845,4;4;Doogee;;0;;13
3442;Мобильные телефоны;1289752;Мобильный телефон Doogee X20L;6 039,0;15;Doogee;золотистый;1;;13
3443;Мобильные телефоны;1289752;Мобильный телефон Doogee X20L;5 283,3;4;Doogee;серебристый;3;;13
3444;Мобильные телефоны;1289752;Мобильный телефон Doogee X20L;5 283,3;14;Doogee;черный;4;;13
3445;Мобильные телефоны;1126633;Мобильный телефон Digma First XS350 2G;1859,0;8;Digma;;0;;27
3446;Мобильные телефоны;1126633;Мобильный телефон Digma First XS350 2G;1 651,1;10;Digma;черный;4;;27
3447;Мобильные телефоны;1126633;Мобильный телефон Digma First XS350 2G;1 651,1;15;Digma;белый;5;;27
3448;Мобильные телефоны;88570;Мобильный телефон Nokia 5230;4070,0;14;Nokia;;0;;6
3449;Мобильные телефоны;88570;Мобильный телефон Nokia 5230;4 070,0;15;Nokia;черный;4;;6
3450;Мобильные телефоны;48116;Мобильный телефон Nokia E50;6160,0;12;Nokia;;0;;6
3451;Мобильные телефоны;48116;Мобильный телефон Nokia E50;6 160,0;12;Nokia;серебристый;3;;6
3452;Мобильные телефоны;48116;Мобильный телефон Nokia E50;6 160,0;11;Nokia;серый;9;;6
3453;Мобильные телефоны;48116;Мобильный телефон Nokia E50;6 160,0;6;Nokia;черный;4;;6
3454;Мобильные телефоны;1244996;Мобильный телефон SENSEIT P110;3729,0;8;SENSEIT;;0;;47
3455;Мобильные телефоны;1244996;Мобильный телефон SENSEIT P110;3 729,0;7;SENSEIT;черный;4;;47
3456;Мобильные телефоны;603551;Мобильный телефон CATerpillar B30;5278,9;14;CATerpillar;;0;;39
3457;Мобильные телефоны;603551;Мобильный телефон CATerpillar B30;5 278,9;9;CATerpillar;черный;4;;39
3458;Мобильные телефоны;1212565;Мобильный телефон Prestigio Muze G3 DUO;5489,0;3;Prestigio;;0;;43
3459;Мобильные телефоны;1212565;Мобильный телефон Prestigio Muze G3 DUO;4 167,9;14;Prestigio;золотистый;1;;43
3460;Мобильные телефоны;1212565;Мобильный телефон Prestigio Muze G3 DUO;5 489,0;4;Prestigio;красный;7;;43
3461;Мобильные телефоны;1212565;Мобильный телефон Prestigio Muze G3 DUO;4 664,0;10;Prestigio;черный;4;;43
3462;Мобильные телефоны;1212565;Мобильный телефон Prestigio Muze G3 DUO;5 489,0;14;Prestigio;бордовый;22;;43
3463;Мобильные телефоны;1023177;Мобильный телефон BQ BQ-5071 Belief;6039,0;2;BQ;;0;;18
3464;Мобильные телефоны;1023177;Мобильный телефон BQ BQ-5071 Belief;6 039,0;15;BQ;серебристый;3;;18
3465;Мобильные телефоны;1023177;Мобильный телефон BQ BQ-5071 Belief;5 276,7;11;BQ;синий;6;;18
3466;Мобильные телефоны;1208156;Мобильный телефон Fly FS523 Cirrus 16;6017,0;9;Fly;;0;;33
3467;Мобильные телефоны;1208156;Мобильный телефон Fly FS523 Cirrus 16;5 489,0;7;Fly;золотистый;1;;33
3468;Мобильные телефоны;1208156;Мобильный телефон Fly FS523 Cirrus 16;5 489,0;14;Fly;черный;4;;33
3469;Мобильные телефоны;1208156;Мобильный телефон Fly FS523 Cirrus 16;5 756,3;5;Fly;бежевый;19;;33
3470;Мобильные телефоны;912107;Мобильный телефон Lenovo K6 Note Dual;15279,0;6;Lenovo;;0;;23
3471;Мобильные телефоны;912107;Мобильный телефон Lenovo K6 Note Dual;15 279,0;6;Lenovo;золотистый;1;;23
3472;Мобильные телефоны;912107;Мобильный телефон Lenovo K6 Note Dual;15 279,0;6;Lenovo;серый;9;;23
3473;Мобильные телефоны;1159343;Мобильный телефон Irbis SP58;4387,9;5;Irbis;;0;;52
3474;Мобильные телефоны;1159343;Мобильный телефон Irbis SP58;4 291,1;3;Irbis;черный;4;;52
3475;Мобильные телефоны;1159343;Мобильный телефон Irbis SP58;4 291,1;15;Irbis;синий;6;;52
3476;Мобильные телефоны;1187027;Мобильный телефон Digma Citi Z400 3G;2079,0;15;Digma;;0;;27
3477;Мобильные телефоны;1187027;Мобильный телефон Digma Citi Z400 3G;2 079,0;11;Digma;черный;4;;27
3478;Мобильные телефоны;984744;Мобильный телефон Highscreen Thunder;9592,0;5;Highscreen;;0;;25
3479;Мобильные телефоны;984744;Мобильный телефон Highscreen Thunder;9 592,0;15;Highscreen;черный;4;;25
3480;Мобильные телефоны;698287;Мобильный телефон HTC One E9 Dual Sim;25404,5;4;HTC;;0;;7
3481;Мобильные телефоны;698287;Мобильный телефон HTC One E9 Dual Sim;25 404,5;4;HTC;золотистый;1;;7
3482;Мобильные телефоны;698287;Мобильный телефон HTC One E9 Dual Sim;25 404,5;15;HTC;розовый;2;;7
3483;Мобильные телефоны;38356;Мобильный телефон Nokia 6101;4178,9;13;Nokia;;0;;6
3484;Мобильные телефоны;38356;Мобильный телефон Nokia 6101;4 178,9;9;Nokia;серый;9;;6
3485;Мобильные телефоны;38356;Мобильный телефон Nokia 6101;4 178,9;10;Nokia;черный;4;;6
3486;Мобильные телефоны;64995;Мобильный телефон Sony Ericsson C702i;5828,9;6;Sony Ericsson;;0;;22
3487;Мобильные телефоны;64995;Мобильный телефон Sony Ericsson C702i;5 828,9;9;Sony Ericsson;серый;9;;22
3488;Мобильные телефоны;1293966;Мобильный телефон Digma Vox E502 4G;6061,0;8;Digma;;0;;27
3489;Мобильные телефоны;1293966;Мобильный телефон Digma Vox E502 4G;6 589,0;15;Digma;серый;9;;27
3490;Мобильные телефоны;1293966;Мобильный телефон Digma Vox E502 4G;5 324,0;6;Digma;черный;4;;27
3491;Мобильные телефоны;1293966;Мобильный телефон Digma Vox E502 4G;5 324,0;11;Digma;синий;6;;27
3492;Мобильные телефоны;1272424;Мобильный телефон Fly FS527 Nimbus 17;3692,7;4;Fly;;0;;33
3493;Мобильные телефоны;1272424;Мобильный телефон Fly FS527 Nimbus 17;3 397,9;5;Fly;золотистый;1;;33
3494;Мобильные телефоны;1272424;Мобильный телефон Fly FS527 Nimbus 17;3 397,9;5;Fly;черный;4;;33
3495;Мобильные телефоны;1272424;Мобильный телефон Fly FS527 Nimbus 17;3 509,0;13;Fly;бежевый;19;;33
3496;Мобильные телефоны;1272424;Мобильный телефон Fly FS527 Nimbus 17;3 509,0;6;Fly;синий;6;;33
3497;Мобильные телефоны;1203858;Мобильный телефон Vertex Impress Ra;6094,0;15;Vertex;;0;;37
3498;Мобильные телефоны;1203858;Мобильный телефон Vertex Impress Ra;5 489,0;4;Vertex;золотистый;1;;37
3499;Мобильные телефоны;1203858;Мобильный телефон Vertex Impress Ra;6 039,0;5;Vertex;красный;7;;37
3500;Мобильные телефоны;1203858;Мобильный телефон Vertex Impress Ra;5 489,0;15;Vertex;серый;9;;37
3501;Мобильные телефоны;1203858;Мобильный телефон Vertex Impress Ra;5 621,0;5;Vertex;графит;16;;37
3502;Мобильные телефоны;1203858;Мобильный телефон Vertex Impress Ra;5 980,7;2;Vertex;синий;6;;37
3503;Мобильные телефоны;541099;Мобильный телефон Ginzzu M102 Dual;825,0;10;Ginzzu;;0;;45
3504;Мобильные телефоны;541099;Мобильный телефон Ginzzu M102 Dual;702,9;10;Ginzzu;черный;4;;45
3505;Мобильные телефоны;541099;Мобильный телефон Ginzzu M102 Dual;702,9;8;Ginzzu;белый;5;;45
3506;Мобильные телефоны;994774;Мобильный телефон ZTE Blade V7 Max;14289,0;7;ZTE;;0;;9
3507;Мобильные телефоны;994774;Мобильный телефон ZTE Blade V7 Max;14 289,0;8;ZTE;золотистый;1;;9
3508;Мобильные телефоны;1051439;Мобильный телефон SENSEIT R450;9339,0;4;SENSEIT;;0;;47
